ShipName(String),ShipAddress(String),ShipCity(String),ShipRegion(String),ShipPostalCode(String),ShipCountry(String),CustomerID(String),Customers.CompanyName(String),Address(String),City(String),Region(String),PostalCode(String),Country(String),Salesperson(String),OrderID(Integer),OrderDate(DateTime),RequiredDate(DateTime),ShippedDate(DateTime),Shippers.CompanyName(String),ProductID(Integer),ProductName(String),UnitPrice(Float),Quantity(Integer),Discount(Float),ExtendedPrice(Float),Freight(Float)
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10638,9/20/1995 12:00:00 AM,10/18/1995 12:00:00 AM,10/2/1995 12:00:00 AM,Speedy Express,72,Mozzarella di Giovanni,34.8,60,0,2088,158.44
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10638,9/20/1995 12:00:00 AM,10/18/1995 12:00:00 AM,10/2/1995 12:00:00 AM,Speedy Express,65,Louisiana Fiery Hot Pepper Sauce,21.05,21,0,442.05,158.44
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10638,9/20/1995 12:00:00 AM,10/18/1995 12:00:00 AM,10/2/1995 12:00:00 AM,Speedy Express,45,Røgede sild,9.5,20,0,190,158.44
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10697,11/8/1995 12:00:00 AM,12/6/1995 12:00:00 AM,11/14/1995 12:00:00 AM,Speedy Express,19,Teatime Chocolate Biscuits,9.2,7,0.25,48.3,45.52
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10697,11/8/1995 12:00:00 AM,12/6/1995 12:00:00 AM,11/14/1995 12:00:00 AM,Speedy Express,35,Steeleye Stout,18,9,0.25,121.5,45.52
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10697,11/8/1995 12:00:00 AM,12/6/1995 12:00:00 AM,11/14/1995 12:00:00 AM,Speedy Express,70,Outback Lager,15,30,0.25,337.5,45.52
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10697,11/8/1995 12:00:00 AM,12/6/1995 12:00:00 AM,11/14/1995 12:00:00 AM,Speedy Express,58,Escargots de Bourgogne,13.25,30,0.25,298.13,45.52
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Laura Callahan,10729,12/5/1995 12:00:00 AM,1/16/1996 12:00:00 AM,12/15/1995 12:00:00 AM,Federal Shipping,1,Chai,18,50,0,900,141.06
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Laura Callahan,10729,12/5/1995 12:00:00 AM,1/16/1996 12:00:00 AM,12/15/1995 12:00:00 AM,Federal Shipping,21,Sir Rodney's Scones,10,30,0,300,141.06
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Laura Callahan,10729,12/5/1995 12:00:00 AM,1/16/1996 12:00:00 AM,12/15/1995 12:00:00 AM,Federal Shipping,50,Valkoinen suklaa,16.25,40,0,650,141.06
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Laura Callahan,10811,2/2/1996 12:00:00 AM,3/1/1996 12:00:00 AM,2/8/1996 12:00:00 AM,Speedy Express,23,Tunnbröd,9,18,0,162,31.22
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Laura Callahan,10811,2/2/1996 12:00:00 AM,3/1/1996 12:00:00 AM,2/8/1996 12:00:00 AM,Speedy Express,19,Teatime Chocolate Biscuits,9.2,15,0,138,31.22
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Laura Callahan,10811,2/2/1996 12:00:00 AM,3/1/1996 12:00:00 AM,2/8/1996 12:00:00 AM,Speedy Express,40,Boston Crab Meat,18.4,30,0,552,31.22
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10838,2/19/1996 12:00:00 AM,3/18/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,18,Carnarvon Tigers,62.5,25,0.25,1171.88,59.28
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10838,2/19/1996 12:00:00 AM,3/18/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,1,Chai,18,4,0.25,54,59.28
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Janet Leverling,10838,2/19/1996 12:00:00 AM,3/18/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,36,Inlagd Sill,19,50,0.25,712.5,59.28
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Margaret Peacock,10840,2/19/1996 12:00:00 AM,4/1/1996 12:00:00 AM,3/18/1996 12:00:00 AM,United Package,25,NuNuCa Nuß-Nougat-Creme,14,6,0.2,67.2,2.71
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Margaret Peacock,10840,2/19/1996 12:00:00 AM,4/1/1996 12:00:00 AM,3/18/1996 12:00:00 AM,United Package,39,Chartreuse verte,18,10,0.2,144,2.71
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Andrew Fuller,10919,4/1/1996 12:00:00 AM,4/29/1996 12:00:00 AM,4/3/1996 12:00:00 AM,United Package,16,Pavlova,17.45,24,0,418.8,19.8
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Andrew Fuller,10919,4/1/1996 12:00:00 AM,4/29/1996 12:00:00 AM,4/3/1996 12:00:00 AM,United Package,25,NuNuCa Nuß-Nougat-Creme,14,24,0,336,19.8
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Andrew Fuller,10919,4/1/1996 12:00:00 AM,4/29/1996 12:00:00 AM,4/3/1996 12:00:00 AM,United Package,40,Boston Crab Meat,18.4,20,0,368,19.8
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Steven Buchanan,10954,4/16/1996 12:00:00 AM,5/28/1996 12:00:00 AM,4/19/1996 12:00:00 AM,Speedy Express,60,Camembert Pierrot,34,24,0.15,693.6,27.91
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Steven Buchanan,10954,4/16/1996 12:00:00 AM,5/28/1996 12:00:00 AM,4/19/1996 12:00:00 AM,Speedy Express,45,Røgede sild,9.5,30,0,285,27.91
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Steven Buchanan,10954,4/16/1996 12:00:00 AM,5/28/1996 12:00:00 AM,4/19/1996 12:00:00 AM,Speedy Express,16,Pavlova,17.45,28,0.15,415.31,27.91
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Steven Buchanan,10954,4/16/1996 12:00:00 AM,5/28/1996 12:00:00 AM,4/19/1996 12:00:00 AM,Speedy Express,31,Gorgonzola Telino,12.5,25,0.15,265.62,27.91
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Andrew Fuller,11014,5/10/1996 12:00:00 AM,6/7/1996 12:00:00 AM,5/15/1996 12:00:00 AM,Federal Shipping,41,Jack's New England Clam Chowder,9.65,28,0.1,243.18,23.6
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Nancy Davolio,11039,5/21/1996 12:00:00 AM,6/18/1996 12:00:00 AM,,United Package,35,Steeleye Stout,18,24,0,432,65
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Nancy Davolio,11039,5/21/1996 12:00:00 AM,6/18/1996 12:00:00 AM,,United Package,28,Rössle Sauerkraut,45.6,20,0,912,65
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Nancy Davolio,11039,5/21/1996 12:00:00 AM,6/18/1996 12:00:00 AM,,United Package,49,Maxilaku,20,60,0,1200,65
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,Nancy Davolio,11039,5/21/1996 12:00:00 AM,6/18/1996 12:00:00 AM,,United Package,57,Ravioli Angelo,19.5,28,0,546,65
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Andrew Fuller,10307,10/18/1994 12:00:00 AM,11/15/1994 12:00:00 AM,10/26/1994 12:00:00 AM,United Package,62,Tarte au sucre,39.4,10,0,394,0.56
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Andrew Fuller,10307,10/18/1994 12:00:00 AM,11/15/1994 12:00:00 AM,10/26/1994 12:00:00 AM,United Package,68,Scottish Longbreads,10,3,0,30,0.56
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Michael Suyama,10317,10/31/1994 12:00:00 AM,11/28/1994 12:00:00 AM,11/10/1994 12:00:00 AM,Speedy Express,1,Chai,14.4,20,0,288,12.69
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Margaret Peacock,10544,6/21/1995 12:00:00 AM,7/19/1995 12:00:00 AM,6/30/1995 12:00:00 AM,Speedy Express,67,Laughing Lumberjack Lager,14,7,0,98,24.91
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Margaret Peacock,10544,6/21/1995 12:00:00 AM,7/19/1995 12:00:00 AM,6/30/1995 12:00:00 AM,Speedy Express,28,Rössle Sauerkraut,45.6,7,0,319.2,24.91
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Janet Leverling,10662,10/10/1995 12:00:00 AM,11/7/1995 12:00:00 AM,10/19/1995 12:00:00 AM,United Package,68,Scottish Longbreads,12.5,10,0,125,1.28
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Nancy Davolio,10665,10/12/1995 12:00:00 AM,11/9/1995 12:00:00 AM,10/18/1995 12:00:00 AM,United Package,59,Raclette Courdavault,55,1,0,55,26.31
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Nancy Davolio,10665,10/12/1995 12:00:00 AM,11/9/1995 12:00:00 AM,10/18/1995 12:00:00 AM,United Package,51,Manjimup Dried Apples,53,20,0,1060,26.31
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Nancy Davolio,10665,10/12/1995 12:00:00 AM,11/9/1995 12:00:00 AM,10/18/1995 12:00:00 AM,United Package,76,Lakkalikööri,18,10,0,180,26.31
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Michael Suyama,10867,3/5/1996 12:00:00 AM,4/16/1996 12:00:00 AM,3/13/1996 12:00:00 AM,Speedy Express,53,Perth Pasties,32.8,3,0,98.4,1.93
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Laura Callahan,10883,3/14/1996 12:00:00 AM,4/11/1996 12:00:00 AM,3/22/1996 12:00:00 AM,Federal Shipping,24,Guaraná Fantástica,4.5,8,0,36,0.53
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Margaret Peacock,11018,5/13/1996 12:00:00 AM,6/10/1996 12:00:00 AM,5/16/1996 12:00:00 AM,United Package,56,Gnocchi di nonna Alice,38,5,0,190,11.65
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Margaret Peacock,11018,5/13/1996 12:00:00 AM,6/10/1996 12:00:00 AM,5/16/1996 12:00:00 AM,United Package,12,Queso Manchego La Pastora,38,20,0,760,11.65
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,Margaret Peacock,11018,5/13/1996 12:00:00 AM,6/10/1996 12:00:00 AM,5/16/1996 12:00:00 AM,United Package,18,Carnarvon Tigers,62.5,10,0,625,11.65
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Nancy Davolio,10275,9/7/1994 12:00:00 AM,10/5/1994 12:00:00 AM,9/9/1994 12:00:00 AM,Speedy Express,24,Guaraná Fantástica,3.6,12,0.05,41.04,26.93
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Nancy Davolio,10275,9/7/1994 12:00:00 AM,10/5/1994 12:00:00 AM,9/9/1994 12:00:00 AM,Speedy Express,59,Raclette Courdavault,44,6,0.05,250.8,26.93
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Andrew Fuller,10300,10/10/1994 12:00:00 AM,11/7/1994 12:00:00 AM,10/19/1994 12:00:00 AM,United Package,68,Scottish Longbreads,10,20,0,200,17.68
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Andrew Fuller,10300,10/10/1994 12:00:00 AM,11/7/1994 12:00:00 AM,10/19/1994 12:00:00 AM,United Package,66,Louisiana Hot Spiced Okra,13.6,30,0,408,17.68
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Andrew Fuller,10404,2/3/1995 12:00:00 AM,3/3/1995 12:00:00 AM,2/8/1995 12:00:00 AM,Speedy Express,42,Singaporean Hokkien Fried Mee,11.2,40,0.05,425.6,155.97
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Andrew Fuller,10404,2/3/1995 12:00:00 AM,3/3/1995 12:00:00 AM,2/8/1995 12:00:00 AM,Speedy Express,26,Gumbär Gummibärchen,24.9,30,0.05,709.65,155.97
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Andrew Fuller,10404,2/3/1995 12:00:00 AM,3/3/1995 12:00:00 AM,2/8/1995 12:00:00 AM,Speedy Express,49,Maxilaku,16,30,0.05,456,155.97
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Laura Callahan,10467,4/6/1995 12:00:00 AM,5/4/1995 12:00:00 AM,4/11/1995 12:00:00 AM,United Package,25,NuNuCa Nuß-Nougat-Creme,11.2,12,0,134.4,4.93
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Laura Callahan,10467,4/6/1995 12:00:00 AM,5/4/1995 12:00:00 AM,4/11/1995 12:00:00 AM,United Package,24,Guaraná Fantástica,3.6,28,0,100.8,4.93
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Laura Callahan,10635,9/18/1995 12:00:00 AM,10/16/1995 12:00:00 AM,9/21/1995 12:00:00 AM,Federal Shipping,22,Gustaf's Knäckebröd,21,40,0,840,47.46
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Laura Callahan,10635,9/18/1995 12:00:00 AM,10/16/1995 12:00:00 AM,9/21/1995 12:00:00 AM,Federal Shipping,4,Chef Anton's Cajun Seasoning,22,10,0.1,198,47.46
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Laura Callahan,10635,9/18/1995 12:00:00 AM,10/16/1995 12:00:00 AM,9/21/1995 12:00:00 AM,Federal Shipping,5,Chef Anton's Gumbo Mix,21.35,15,0.1,288.22,47.46
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Michael Suyama,10754,12/26/1995 12:00:00 AM,1/23/1996 12:00:00 AM,12/28/1995 12:00:00 AM,Federal Shipping,40,Boston Crab Meat,18.4,3,0,55.2,2.38
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Margaret Peacock,10784,1/18/1996 12:00:00 AM,2/15/1996 12:00:00 AM,1/22/1996 12:00:00 AM,Federal Shipping,72,Mozzarella di Giovanni,34.8,30,0.15,887.4,70.09
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Margaret Peacock,10784,1/18/1996 12:00:00 AM,2/15/1996 12:00:00 AM,1/22/1996 12:00:00 AM,Federal Shipping,36,Inlagd Sill,19,30,0,570,70.09
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Margaret Peacock,10784,1/18/1996 12:00:00 AM,2/15/1996 12:00:00 AM,1/22/1996 12:00:00 AM,Federal Shipping,39,Chartreuse verte,18,2,0.15,30.6,70.09
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Robert King,10818,2/7/1996 12:00:00 AM,3/6/1996 12:00:00 AM,2/12/1996 12:00:00 AM,Federal Shipping,41,Jack's New England Clam Chowder,9.65,20,0,193,65.48
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Robert King,10818,2/7/1996 12:00:00 AM,3/6/1996 12:00:00 AM,2/12/1996 12:00:00 AM,Federal Shipping,32,Mascarpone Fabioli,32,20,0,640,65.48
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Andrew Fuller,10939,4/9/1996 12:00:00 AM,5/7/1996 12:00:00 AM,4/12/1996 12:00:00 AM,United Package,2,Chang,19,10,0.15,161.5,76.33
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Andrew Fuller,10939,4/9/1996 12:00:00 AM,5/7/1996 12:00:00 AM,4/12/1996 12:00:00 AM,United Package,67,Laughing Lumberjack Lager,14,40,0.15,476,76.33
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Nancy Davolio,10950,4/15/1996 12:00:00 AM,5/13/1996 12:00:00 AM,4/22/1996 12:00:00 AM,United Package,4,Chef Anton's Cajun Seasoning,22,5,0,110,2.5
Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,MAISD,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Steven Buchanan,10529,6/7/1995 12:00:00 AM,7/5/1995 12:00:00 AM,6/9/1995 12:00:00 AM,United Package,69,Gudbrandsdalsost,36,10,0,360,66.69
Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,MAISD,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Steven Buchanan,10529,6/7/1995 12:00:00 AM,7/5/1995 12:00:00 AM,6/9/1995 12:00:00 AM,United Package,68,Scottish Longbreads,12.5,20,0,250,66.69
Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,MAISD,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Steven Buchanan,10529,6/7/1995 12:00:00 AM,7/5/1995 12:00:00 AM,6/9/1995 12:00:00 AM,United Package,55,Pâté chinois,24,14,0,336,66.69
Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,MAISD,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Steven Buchanan,10649,9/28/1995 12:00:00 AM,10/26/1995 12:00:00 AM,9/29/1995 12:00:00 AM,Federal Shipping,72,Mozzarella di Giovanni,34.8,15,0,522,6.2
Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,MAISD,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Steven Buchanan,10649,9/28/1995 12:00:00 AM,10/26/1995 12:00:00 AM,9/29/1995 12:00:00 AM,Federal Shipping,28,Rössle Sauerkraut,45.6,20,0,912,6.2
Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,MAISD,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Margaret Peacock,10760,1/1/1996 12:00:00 AM,1/29/1996 12:00:00 AM,1/10/1996 12:00:00 AM,Speedy Express,43,Ipoh Coffee,46,30,0.25,1035,155.64
