ID(String),carat(Float),logcarat(Float),cut(String),color(String),clarity(String),depth(Float),table(Integer),price(Integer),logprice(Float),x(Float),y(Float),z(Float),volume(Float)
27420,2.03,0.71,Ideal,H,SI1,60.8,57,18026,9.8,8.24,8.18,4.99,336.341968
27440,2.04,0.71,Premium,F,SI2,60.2,58,18066,9.8,8.17,8.24,4.94,332.564752
27460,2.04,0.71,Premium,H,SI1,62.5,61,18115,9.8,8.08,8.04,5.04,327.414528
27480,2.04,0.71,Ideal,G,SI1,61.9,58,18153,9.81,8.12,8.16,5.04,333.946368
27500,2.2,0.79,Premium,G,SI1,60.5,55,18193,9.81,8.49,8.42,5.11,365.292438
27520,1.7,0.53,Premium,F,VS2,62.8,58,18251,9.81,7.61,7.54,4.76,273.125944
27540,2.02,0.7,Ideal,G,SI2,62,55,18296,9.81,8.16,8.1,5.04,333.12384
27560,2.22,0.8,Ideal,I,VS2,61.3,56,18363,9.82,8.36,8.45,5.15,363.8063
27580,1.79,0.58,Premium,G,VS1,61.7,59,18419,9.82,7.85,7.74,4.81,292.25079
27600,2.08,0.73,Premium,I,VS2,58.9,61,18447,9.82,8.36,8.35,4.92,343.44552
27620,2.03,0.71,Very Good,G,SI1,61.7,54,18507,9.83,8.07,8.19,5.02,331.788366
27640,2.38,0.87,Premium,J,VS2,62.1,58,18559,9.83,8.54,8.49,5.29,383.549334
27660,2.03,0.71,Very Good,G,SI1,60.1,60,18630,9.83,8.09,8.18,4.89,323.601618
27680,3.51,1.26,Premium,J,VS2,62.5,59,18701,9.84,9.66,9.63,6.03,560.945574
27700,0.32,-1.14,Ideal,F,SI1,61.6,55,648,6.47,4.41,4.45,2.73,53.574885
27720,0.32,-1.14,Premium,I,VS1,61,60,648,6.47,4.47,4.42,2.71,53.542554
27740,2.8,1.03,Good,G,SI2,63.8,58,18788,9.84,8.9,8.85,0,0
27760,0.32,-1.14,Premium,H,VS2,59.5,58,648,6.47,4.5,4.47,2.67,53.70705
27780,0.32,-1.14,Premium,H,VS2,62.5,59,648,6.47,4.38,4.33,2.72,51.585888
27800,0.37,-0.99,Very Good,E,SI1,59.9,59,649,6.48,4.68,4.7,2.81,61.80876
27820,0.34,-1.08,Premium,G,SI1,60.8,59,650,6.48,4.56,4.46,2.74,55.725024
27840,0.39,-0.94,Ideal,D,SI2,61.6,56,651,6.48,4.69,4.72,2.9,64.19672
27860,0.3,-1.2,Ideal,F,VS1,62.3,53.8,652,6.48,4.3,4.33,2.69,50.08511
27880,0.4,-0.92,Ideal,I,SI1,62.2,55,654,6.48,4.72,4.77,2.95,66.41748
27900,0.4,-0.92,Good,G,SI1,63.3,58,655,6.48,4.66,4.69,2.96,64.691984
27920,0.32,-1.14,Ideal,E,VS1,59.5,57,657,6.49,4.45,4.49,2.66,53.14813
27940,0.23,-1.47,Very Good,H,VVS2,62.4,55,431,6.07,3.91,3.94,2.45,37.74323
27960,0.27,-1.31,Ideal,I,VS1,62.2,54,432,6.07,4.16,4.2,2.6,45.4272
27980,0.3,-1.2,Ideal,E,VS2,61.8,56,658,6.49,4.31,4.33,2.67,49.828341
28000,0.3,-1.2,Premium,E,VS2,62.5,58,658,6.49,4.26,4.31,2.68,49.206408
28020,0.3,-1.2,Ideal,E,VS2,62.3,57,658,6.49,4.29,4.32,2.68,49.667904
28040,0.41,-0.89,Good,F,SI1,64.4,56,659,6.49,4.69,4.72,3.03,67.074504
28060,0.38,-0.97,Ideal,E,SI1,62.1,55,660,6.49,4.64,4.67,2.89,62.622832
28080,0.4,-0.92,Ideal,J,VVS2,62.5,53,662,6.5,4.74,4.79,2.98,67.659708
28100,0.31,-1.17,Very Good,F,SI1,63.1,57,663,6.5,4.31,4.28,2.71,49.990828
28120,0.36,-1.02,Ideal,D,SI1,60.3,56,663,6.5,4.61,4.65,2.79,59.807835
28140,0.41,-0.89,Ideal,G,SI2,61.7,55,664,6.5,4.78,4.81,2.96,68.055728
28160,0.3,-1.2,Ideal,H,VVS1,61.9,57,665,6.5,4.3,4.33,2.67,49.71273
28180,0.37,-0.99,Premium,H,SI1,63,58,666,6.5,4.59,4.55,2.88,60.14736
28200,0.4,-0.92,Premium,E,SI2,61.4,59,666,6.5,4.7,4.75,2.9,64.7425
28220,0.33,-1.11,Premium,G,VS1,60.3,59,666,6.5,4.44,4.52,2.7,54.18576
28240,0.33,-1.11,Ideal,F,VS2,61.3,56,666,6.5,4.43,4.47,2.73,54.059733
28260,0.33,-1.11,Premium,G,VS1,61.4,59,666,6.5,4.43,4.49,2.74,54.500518
28280,0.31,-1.17,Premium,J,SI1,60.9,60,363,5.89,4.36,4.38,2.66,50.797488
28300,0.3,-1.2,Good,H,SI1,63.7,57,432,6.07,4.26,4.28,2.72,49.593216
28320,0.24,-1.43,Very Good,H,VVS2,60.7,58,432,6.07,4.04,4.07,2.46,40.449288
28340,0.33,-1.11,Very Good,G,VS1,62.9,57,666,6.5,4.38,4.43,2.77,53.747418
28360,0.4,-0.92,Ideal,I,VS2,62.3,54,667,6.5,4.74,4.77,2.96,66.925008
28380,0.33,-1.11,Premium,I,VS1,61.1,59,668,6.5,4.47,4.44,2.72,53.983296
28400,0.35,-1.05,Very Good,E,VS2,60.2,60,669,6.51,4.54,4.57,2.74,56.848972
28420,0.43,-0.84,Ideal,H,SI1,62.1,57,669,6.51,4.77,4.83,2.98,68.656518
28440,0.39,-0.94,Very Good,F,SI1,61.3,62,670,6.51,4.68,4.71,2.88,63.483264
28460,0.32,-1.14,Very Good,G,VVS2,61.5,54,672,6.51,4.4,4.42,2.71,52.70408
28480,0.32,-1.14,Premium,E,SI1,61.2,58,672,6.51,4.42,4.37,2.69,51.958426
28500,0.3,-1.2,Ideal,E,VS1,61.1,58,673,6.51,4.3,4.34,2.64,49.26768
28520,0.34,-1.08,Very Good,H,VVS2,63.1,57,674,6.51,4.41,4.49,2.81,55.640529
28540,0.3,-1.2,Premium,E,SI1,62.5,59,675,6.51,4.3,4.28,2.68,49.32272
28560,0.3,-1.2,Ideal,H,VS1,61.4,54,675,6.51,4.37,4.33,2.67,50.522007
28580,0.3,-1.2,Ideal,H,VS1,62.9,56,675,6.51,4.27,4.22,2.67,48.111798
28600,0.3,-1.2,Ideal,G,VS2,62.2,57,675,6.51,4.32,4.26,2.67,49.136544
28620,0.3,-1.2,Very Good,E,SI1,63.4,56,675,6.51,4.25,4.23,2.69,48.359475
28640,0.33,-1.11,Good,I,SI1,63.6,53,434,6.07,4.4,4.43,2.81,54.77252
28660,0.41,-0.89,Good,F,SI1,58.4,58,676,6.52,4.91,4.96,2.88,70.138368
28680,0.24,-1.43,Ideal,E,VVS1,61.4,57,678,6.52,3.99,4.03,2.46,39.556062
28700,0.43,-0.84,Very Good,F,SI2,60.5,59,679,6.52,4.88,4.91,2.96,70.923968
28720,0.31,-1.17,Premium,E,VS2,61.6,59,680,6.52,4.32,4.35,2.67,50.17464
28740,0.31,-1.17,Premium,E,VS2,60.5,60,680,6.52,4.34,4.36,2.63,49.765912
28760,0.31,-1.17,Very Good,E,VS2,61.7,58,680,6.52,4.31,4.34,2.67,49.943418
28780,0.4,-0.92,Good,H,SI1,60.2,63,681,6.52,4.7,4.73,2.84,63.13604
28800,0.27,-1.31,Very Good,F,VVS1,61.8,56,682,6.53,4.17,4.19,2.58,45.078534
28820,0.31,-1.17,Ideal,D,VS1,62.1,57,683,6.53,4.32,4.35,2.69,50.55048
28840,0.41,-0.89,Ideal,D,SI2,62.3,57,683,6.53,4.75,4.78,2.97,67.43385
28860,0.3,-1.2,Ideal,F,VVS2,62.2,55,684,6.53,4.29,4.33,2.68,49.782876
28880,0.31,-1.17,Ideal,D,SI1,61.8,57,684,6.53,4.37,4.33,2.69,50.900449
28900,0.3,-1.2,Ideal,G,VVS2,61.5,57,684,6.53,4.29,4.33,2.65,49.225605
28920,0.3,-1.2,Good,G,VVS2,63.8,56,684,6.53,4.27,4.29,2.73,50.008959
28940,0.3,-1.2,Premium,H,VVS1,62.7,59,684,6.53,4.29,4.32,2.7,50.03856
28960,0.31,-1.17,Very Good,I,VS2,60.8,60,435,6.08,4.37,4.42,2.67,51.572118
28980,0.25,-1.39,Very Good,F,VS1,62.1,58,436,6.08,4,4.05,2.5,40.5
29000,0.34,-1.08,Ideal,F,VS2,62.6,54,686,6.53,4.46,4.48,2.8,55.94624
29020,0.31,-1.17,Ideal,G,VVS2,60.9,56,687,6.53,4.4,4.43,2.69,52.43348
29040,0.4,-0.92,Good,E,SI1,63.2,56,687,6.53,4.69,4.74,2.98,66.247188
29060,0.4,-0.92,Good,F,SI1,63.3,58,687,6.53,4.69,4.72,2.98,65.967664
29080,0.43,-0.84,Very Good,E,SI2,61.8,60,688,6.53,4.83,4.85,2.99,70.042245
29100,0.34,-1.08,Ideal,I,VS1,62.6,56,689,6.54,4.47,4.44,2.79,55.372572
29120,0.34,-1.08,Good,H,VS1,64,58,689,6.54,4.49,4.45,2.86,57.14423
29140,0.33,-1.11,Ideal,D,VS2,61.8,55,692,6.54,4.43,4.44,2.74,53.893608
29160,0.33,-1.11,Premium,H,VS1,62.4,60,693,6.54,4.42,4.39,2.75,53.36045
29180,0.3,-1.2,Ideal,F,VVS2,61.7,56,694,6.54,4.32,4.34,2.67,50.059296
29200,0.33,-1.11,Ideal,I,IF,61.6,55,694,6.54,4.46,4.47,2.75,54.82455
29220,0.34,-1.08,Ideal,I,IF,61.9,55,695,6.54,4.5,4.52,2.79,56.7486
29240,0.37,-0.99,Very Good,G,VS1,58.3,62,696,6.55,4.72,4.75,2.76,61.8792
29260,0.31,-1.17,Ideal,G,VS2,61.4,57,698,6.55,4.45,4.35,2.7,52.26525
29280,0.31,-1.17,Premium,I,VVS2,62.2,57,698,6.55,4.37,4.34,2.71,51.397318
29300,0.3,-1.2,Ideal,I,VS2,61.5,58,438,6.08,4.28,4.31,2.64,48.699552
29320,0.31,-1.17,Ideal,H,VS1,62.4,55,698,6.55,4.36,4.33,2.71,51.161548
29340,0.31,-1.17,Ideal,G,VS2,59.1,57,698,6.55,4.48,4.45,2.64,52.63104
29360,0.31,-1.17,Ideal,G,VS2,62.7,57,698,6.55,4.34,4.31,2.71,50.691634
29380,0.31,-1.17,Very Good,E,SI1,63.3,55,698,6.55,4.35,4.31,2.74,51.37089
29400,0.34,-1.08,Ideal,E,VS1,59.1,57,698,6.55,4.55,4.58,2.7,56.2653
29420,0.42,-0.87,Very Good,H,SI1,62.9,57,700,6.55,4.76,4.84,3.02,69.575968
29440,0.32,-1.14,Very Good,F,VVS2,63.8,55,701,6.55,4.33,4.39,2.78,52.844186
29460,0.33,-1.11,Very Good,G,VVS2,61.5,62,702,6.55,4.39,4.43,2.71,52.703267
29480,0.32,-1.14,Premium,E,VS2,60.5,58,702,6.55,4.44,4.48,2.7,53.70624
29500,0.32,-1.14,Ideal,E,VS2,62.1,55,702,6.55,4.39,4.43,2.74,53.286698
29520,0.38,-0.97,Ideal,I,VS1,62.4,54.4,703,6.56,4.62,4.66,2.9,62.43468
29540,0.27,-1.31,Ideal,E,VS1,61.4,57,704,6.56,4.17,4.23,2.58,45.508878
29560,0.33,-1.11,Premium,F,SI1,60.9,59,705,6.56,4.45,4.42,2.7,53.1063
29580,0.41,-0.89,Very Good,E,SI1,62.8,57,705,6.56,4.71,4.75,2.97,66.446325
29600,0.35,-1.05,Premium,H,VVS2,62.7,58,706,6.56,4.46,4.5,2.81,56.3967
29620,0.3,-1.2,Ideal,I,SI1,60.4,59,439,6.08,4.33,4.35,2.62,49.34901
29640,0.27,-1.31,Very Good,J,VVS2,60.8,57,443,6.09,4.16,4.2,2.54,44.37888
29660,0.35,-1.05,Ideal,G,VS1,61.9,55,706,6.56,4.51,4.53,2.8,57.20484
29680,0.41,-0.89,Ideal,J,VS1,62.8,56,707,6.56,4.73,4.79,2.99,67.743533
29700,0.31,-1.17,Ideal,G,VVS2,61.7,54,707,6.56,4.34,4.38,2.69,51.134748
29720,0.31,-1.17,Good,G,VVS2,63.8,56,707,6.56,4.24,4.28,2.72,49.360384
29740,0.32,-1.14,Ideal,G,VVS2,61.6,56,708,6.56,4.42,4.44,2.73,53.575704
29760,0.42,-0.87,Premium,I,SI2,61.5,59,709,6.56,4.84,4.78,2.96,68.480192
29780,0.3,-1.2,Good,I,VVS1,63.8,56,709,6.56,4.26,4.23,2.71,48.833658
29800,0.3,-1.2,Very Good,D,SI1,63.3,55,709,6.56,4.31,4.28,2.72,50.175296
29820,0.3,-1.2,Premium,D,SI1,62.3,59,709,6.56,4.25,4.22,2.64,47.3484
29840,0.3,-1.2,Ideal,D,VS2,62.5,54,710,6.57,4.29,4.32,2.69,49.853232
29860,0.3,-1.2,Premium,D,VS2,60.9,58,710,6.57,4.32,4.35,2.64,49.61088
29880,0.3,-1.2,Very Good,D,VS2,62.8,57,710,6.57,4.29,4.31,2.7,49.92273
29900,0.3,-1.2,Very Good,D,VS2,62.2,58,710,6.57,4.25,4.3,2.66,48.6115
29920,0.32,-1.14,Ideal,D,VS2,61.3,57,713,6.57,4.44,4.46,2.73,54.060552
29940,0.29,-1.24,Ideal,F,VVS2,61.1,58,715,6.57,4.26,4.28,2.61,47.587608
29960,0.35,-1.05,Ideal,J,VS2,61.4,55,446,6.1,4.55,4.57,2.8,58.2218
29980,0.39,-0.94,Very Good,F,VS2,62.1,59,716,6.57,4.69,4.71,2.92,64.502508
30000,0.43,-0.84,Very Good,H,SI1,60.2,57,716,6.57,4.91,4.93,2.96,71.650648
30020,0.41,-0.89,Very Good,D,SI1,60.3,63,717,6.58,4.78,4.8,2.89,66.30816
30040,0.32,-1.14,Ideal,D,VS2,61.3,56,719,6.58,4.4,4.44,2.71,52.94256
30060,0.41,-0.89,Premium,G,SI1,60.3,59,719,6.58,4.76,4.79,2.88,65.665152
30080,0.32,-1.14,Premium,I,VVS2,61.9,59,720,6.58,4.38,4.35,2.7,51.4431
30100,0.32,-1.14,Ideal,H,VS1,62.8,55,720,6.58,4.41,4.35,2.75,52.754625
30120,0.32,-1.14,Ideal,G,VS2,62,57,720,6.58,4.41,4.39,2.73,52.852527
30140,0.32,-1.14,Premium,G,VS2,62.6,60,720,6.58,4.36,4.33,2.72,51.350336
30160,0.4,-0.92,Very Good,D,SI1,63,57,720,6.58,4.66,4.7,2.95,64.6109
30180,0.39,-0.94,Premium,H,SI2,62.4,59,721,6.58,4.65,4.58,2.88,61.33536
30200,0.42,-0.87,Good,F,SI1,63.3,56,722,6.58,4.75,4.79,3.02,68.71255
30220,0.33,-1.11,Very Good,E,VS2,62.8,56,723,6.58,4.41,4.45,2.78,54.55611
30240,0.33,-1.11,Ideal,E,VS2,62.3,57,723,6.58,4.37,4.43,2.74,53.043934
30260,0.4,-0.92,Very Good,E,SI1,63,57,725,6.59,4.68,4.71,2.96,65.246688
30280,0.3,-1.2,Very Good,D,SI2,62.4,59,447,6.1,4.25,4.28,2.66,48.3854
30300,0.3,-1.2,Very Good,D,SI2,61,61,447,6.1,4.25,4.31,2.61,47.808675
30320,0.36,-1.02,Very Good,G,VS1,59.7,56,726,6.59,4.64,4.67,2.78,60.239264
30340,0.34,-1.08,Ideal,F,SI1,63,54,727,6.59,4.5,4.48,2.83,57.0528
30360,0.39,-0.94,Ideal,D,SI1,60.6,55,729,6.59,4.73,4.78,2.88,65.115072
30380,0.3,-1.2,Very Good,F,VVS2,59.9,56,730,6.59,4.38,4.44,2.64,51.340608
30400,0.32,-1.14,Ideal,G,VVS2,62.2,56,730,6.59,4.34,4.38,2.71,51.514932
30420,0.32,-1.14,Very Good,G,VVS2,62.2,57,730,6.59,4.36,4.38,2.72,51.943296
30440,0.32,-1.14,Very Good,G,VVS2,62.3,54,730,6.59,4.38,4.45,2.75,53.60025
30460,0.4,-0.92,Premium,H,VS1,62.7,59,731,6.59,4.63,4.71,2.93,63.895389
30480,0.31,-1.17,Premium,D,SI1,60.2,56,732,6.6,4.4,4.37,2.64,50.76192
30500,0.31,-1.17,Ideal,D,SI1,62.4,53,732,6.6,4.35,4.33,2.71,51.044205
30520,0.35,-1.05,Very Good,H,VVS1,61.1,56,733,6.6,4.54,4.57,2.78,57.678884
30540,0.31,-1.17,Ideal,D,VS2,61.9,56,734,6.6,4.34,4.38,2.7,51.32484
30560,0.31,-1.17,Ideal,D,VS2,62.5,56,734,6.6,4.34,4.36,2.72,51.468928
30580,0.31,-1.17,Ideal,D,VS2,61.9,56,734,6.6,4.37,4.38,2.71,51.871026
30600,0.31,-1.17,Premium,D,VS2,61.7,59,734,6.6,4.31,4.34,2.67,49.943418
30620,0.34,-1.08,Very Good,G,SI2,62.8,58,447,6.1,4.43,4.46,2.79,55.124262
30640,0.36,-1.02,Ideal,I,IF,61.8,55,735,6.6,4.58,4.61,2.84,59.963192
30660,0.42,-0.87,Very Good,G,SI1,62.9,54,737,6.6,4.79,4.81,3.02,69.580498
30680,0.35,-1.05,Ideal,I,IF,62.5,55,737,6.6,4.52,4.54,2.83,58.073864
30700,0.4,-0.92,Very Good,H,VS2,59.1,61,737,6.6,4.81,4.84,2.85,66.34914
30720,0.35,-1.05,Fair,E,VVS2,66.2,58,738,6.6,4.41,4.35,2.9,55.63215
30740,0.43,-0.84,Premium,E,SI1,61.5,60,739,6.61,4.78,4.85,2.96,68.62168
30760,0.25,-1.39,Premium,E,VVS2,62.5,59,740,6.61,4.04,4.02,2.52,40.926816
30780,0.33,-1.11,Ideal,E,VVS2,61,54,741,6.61,4.49,4.52,2.75,55.8107
30800,0.3,-1.2,Ideal,D,VS1,62.8,57,742,6.61,4.27,4.3,2.69,49.39109
30820,0.33,-1.11,Premium,E,SI1,59.1,58,743,6.61,4.56,4.51,2.68,55.115808
30840,0.33,-1.11,Ideal,H,VS1,61.7,54,743,6.61,4.47,4.45,2.75,54.701625
30860,0.33,-1.11,Ideal,G,VS2,62.2,56,743,6.61,4.47,4.44,2.77,54.975636
30880,0.33,-1.11,Premium,E,SI1,60.3,60,743,6.61,4.49,4.47,2.7,54.18981
30900,0.41,-0.89,Ideal,D,SI1,60.5,57,744,6.61,4.81,4.85,2.92,68.11922
30920,0.34,-1.08,Ideal,E,VS2,62.6,55,745,6.61,4.43,4.45,2.78,54.80353
30940,0.24,-1.43,Very Good,H,VVS1,61.3,56,449,6.11,4.01,4.04,2.46,39.852984
30960,0.32,-1.14,Very Good,I,VS2,63,56,449,6.11,4.38,4.42,2.77,53.626092
30980,0.37,-0.99,Very Good,F,VS2,61.2,60,746,6.61,4.59,4.63,2.82,59.929794
31000,0.36,-1.02,Ideal,E,VS1,61.4,56,747,6.62,4.59,4.63,2.83,60.142311
31020,0.31,-1.17,Ideal,F,VS2,61.6,56,749,6.62,4.39,4.35,2.69,51.369585
31040,0.34,-1.08,Ideal,D,VS1,62.6,56,749,6.62,4.49,4.52,2.82,57.231336
31060,0.31,-1.17,Ideal,D,VS1,60.5,57,752,6.62,4.39,4.41,2.66,51.497334
31080,0.33,-1.11,Very Good,G,VVS2,60.9,59,752,6.62,4.45,4.49,2.72,54.34696
31100,0.3,-1.2,Ideal,G,VVS1,62.6,55,753,6.62,4.27,4.32,2.69,49.620816
31120,0.37,-0.99,Ideal,I,IF,61.4,55,754,6.63,4.65,4.67,2.86,62.10633
31140,0.41,-0.89,Very Good,E,SI1,62.9,57,755,6.63,4.73,4.78,2.99,67.602106
31160,0.41,-0.89,Very Good,F,SI1,62.9,56,755,6.63,4.71,4.73,2.97,66.166551
31180,0.32,-1.14,Good,E,VS1,59.5,64,756,6.63,4.42,4.45,2.64,51.92616
31200,0.32,-1.14,Premium,I,VVS1,63,58,756,6.63,4.38,4.32,2.74,51.845184
31220,0.32,-1.14,Ideal,D,SI1,62.7,54,756,6.63,4.4,4.37,2.75,52.877
31240,0.38,-0.97,Ideal,G,VS2,61.9,54.1,757,6.63,4.66,4.69,2.89,63.162106
31260,0.32,-1.14,Ideal,E,VS1,61.7,57,758,6.63,4.39,4.42,2.72,52.778336
31280,0.32,-1.14,Ideal,E,SI2,62.7,55,449,6.11,4.39,4.42,2.76,53.554488
31300,0.32,-1.14,Ideal,D,VS2,61.9,57,758,6.63,4.37,4.39,2.71,51.989453
31320,0.32,-1.14,Ideal,D,VS2,62.6,55,758,6.63,4.37,4.39,2.74,52.564982
31340,0.37,-0.99,Very Good,D,VS2,60,57,760,6.63,4.7,4.76,2.84,63.53648
31360,0.43,-0.84,Ideal,F,SI1,62.5,56,760,6.63,4.82,4.84,3.02,70.452976
31380,0.31,-1.17,Very Good,G,VVS1,59.8,62,761,6.63,4.35,4.41,2.62,50.26077
31400,0.3,-1.2,Ideal,G,VVS1,62.1,57,764,6.64,4.27,4.29,2.66,48.726678
31420,0.4,-0.92,Ideal,H,VS2,61.8,54.5,764,6.64,4.74,4.77,2.94,66.472812
31440,0.43,-0.84,Very Good,E,SI2,59,60,765,6.64,4.9,4.96,2.91,70.72464
31460,0.4,-0.92,Premium,J,VS2,62.5,60,765,6.64,4.71,4.67,2.93,64.447401
31480,0.34,-1.08,Premium,H,VS1,60.6,60,765,6.64,4.49,4.45,2.71,54.147155
31500,0.34,-1.08,Ideal,G,VS2,62.5,57,765,6.64,4.5,4.46,2.8,56.196
31520,0.34,-1.08,Ideal,E,SI1,60.7,57,765,6.64,4.51,4.48,2.73,55.159104
31540,0.3,-1.2,Ideal,E,VVS2,61.5,58,766,6.64,4.29,4.3,2.64,48.70008
31560,0.38,-0.97,Premium,H,VS1,61.6,58,766,6.64,4.65,4.7,2.88,62.9424
31580,0.35,-1.05,Ideal,E,VS2,61.6,56,767,6.64,4.52,4.54,2.79,57.253032
31600,0.2,-1.61,Ideal,E,VS2,62.2,57,367,5.91,3.76,3.73,2.33,32.677784
31620,0.24,-1.43,Very Good,F,VS1,62.5,55,373,5.92,3.94,3.97,2.47,38.635246
31640,0.33,-1.11,Premium,J,VS2,59.6,61,450,6.11,4.53,4.49,2.69,54.713793
31660,0.37,-0.99,Ideal,I,VVS1,60.6,57,768,6.64,4.63,4.66,2.81,60.627998
31680,0.26,-1.35,Ideal,E,VVS2,62.3,57,769,6.65,4.09,4.06,2.54,42.177716
31700,0.36,-1.02,Premium,F,SI1,61.5,58,770,6.65,4.6,4.54,2.81,58.68404
31720,0.35,-1.05,Very Good,D,VS1,63,57,771,6.65,4.48,4.51,2.83,57.179584
31740,0.35,-1.05,Very Good,D,SI1,63.3,56,772,6.65,4.53,4.5,2.86,58.3011
31760,0.4,-0.92,Ideal,D,SI1,61.8,55,772,6.65,4.74,4.78,2.94,66.612168
31780,0.42,-0.87,Very Good,E,SI1,62.5,55,773,6.65,4.8,4.83,3.01,69.78384
31800,0.42,-0.87,Ideal,I,VS1,62,55,773,6.65,4.83,4.85,3,70.2765
31820,0.3,-1.2,Ideal,E,VS1,60.5,55,775,6.65,4.35,4.38,2.64,50.29992
31840,0.34,-1.08,Ideal,H,VVS1,62,54,775,6.65,4.46,4.48,2.77,55.346816
31860,0.3,-1.2,Premium,H,VVS2,60.6,58,776,6.65,4.35,4.33,2.63,49.537365
31880,0.3,-1.2,Ideal,H,VVS2,62.8,57,776,6.65,4.25,4.22,2.66,47.7071
31900,0.3,-1.2,Ideal,G,VS1,61.4,57,776,6.65,4.34,4.29,2.65,49.33929
31920,0.3,-1.2,Ideal,G,VS1,62.8,57,776,6.65,4.29,4.25,2.68,48.8631
31940,0.3,-1.2,Premium,F,VS2,60.4,58,776,6.65,4.33,4.31,2.61,48.708603
31960,0.31,-1.17,Ideal,I,VS2,61.6,55,452,6.11,4.38,4.42,2.71,52.464516
31980,0.26,-1.35,Very Good,F,VS1,59.5,58,453,6.12,4.18,4.23,2.5,44.2035
32000,0.3,-1.2,Ideal,F,VVS1,61.9,57,776,6.65,4.3,4.32,2.67,49.59792
32020,0.31,-1.17,Very Good,G,VVS1,58.8,59,778,6.66,4.44,4.47,2.62,51.998616
32040,0.3,-1.2,Ideal,E,VVS2,62.3,54.1,779,6.66,4.28,4.34,2.69,49.967288
32060,0.33,-1.11,Premium,I,VVS1,62.5,61,780,6.66,4.42,4.38,2.75,53.2389
32080,0.33,-1.11,Premium,D,VS2,60.7,58,781,6.66,4.46,4.5,2.72,54.5904
32100,0.33,-1.11,Ideal,E,VS1,60.6,57,781,6.66,4.5,4.54,2.74,55.9782
32120,0.34,-1.08,Very Good,E,VS1,62.3,53,784,6.66,4.47,4.52,2.8,56.57232
32140,0.31,-1.17,Good,H,VVS1,63.7,56,786,6.67,4.33,4.3,2.75,51.20225
32160,0.39,-0.94,Ideal,G,VS2,62.2,53.9,787,6.67,4.66,4.69,2.9,63.38066
32180,0.39,-0.94,Very Good,I,VVS2,63,56,787,6.67,4.62,4.68,2.93,63.351288
32200,0.35,-1.05,Premium,E,SI1,60.7,59,788,6.67,4.57,4.52,2.76,57.011664
32220,0.31,-1.17,Ideal,G,VVS1,61.8,54,789,6.67,4.38,4.42,2.72,52.658112
32240,0.38,-0.97,Ideal,F,VS2,62.1,53.8,789,6.67,4.66,4.67,2.9,63.11038
32260,0.3,-1.2,Ideal,E,VVS2,61.7,57,789,6.67,4.31,4.34,2.67,49.943418
32280,0.3,-1.2,Ideal,G,VVS1,62.3,54,789,6.67,4.31,4.33,2.69,50.201587
32300,0.34,-1.08,Ideal,E,SI2,61.4,55,454,6.12,4.5,4.52,2.77,56.3418
32320,0.3,-1.2,Good,G,VVS1,63.5,57,789,6.67,4.24,4.27,2.7,48.88296
32340,0.3,-1.2,Good,G,VVS1,63.4,56,789,6.67,4.27,4.31,2.72,50.058064
32360,0.36,-1.02,Premium,E,VS2,62,58,789,6.67,4.54,4.56,2.82,58.380768
32380,0.39,-0.94,Very Good,J,VS1,63.1,56,790,6.67,4.7,4.62,2.94,63.83916
32400,0.38,-0.97,Ideal,I,VVS1,61.6,56,791,6.67,4.68,4.71,2.89,63.703692
32420,0.41,-0.89,Ideal,D,SI1,61,57,791,6.67,4.78,4.8,2.92,66.99648
32440,0.43,-0.84,Premium,F,SI1,60.5,60,792,6.67,4.84,4.88,2.94,69.440448
32460,0.36,-1.02,Ideal,G,VVS2,61.5,55,794,6.68,4.58,4.62,2.83,59.881668
32480,0.35,-1.05,Ideal,F,VVS2,61.9,54,795,6.68,4.55,4.59,2.83,59.103135
32500,0.33,-1.11,Premium,G,VS1,60.3,58,797,6.68,4.52,4.5,2.72,55.3248
32520,0.35,-1.05,Ideal,G,VVS2,61,57,798,6.68,4.54,4.58,2.78,57.805096
32540,0.27,-1.31,Premium,E,VVS1,60.6,58,799,6.68,4.2,4.18,2.54,44.59224
32560,0.4,-0.92,Ideal,H,VS2,61.6,57,800,6.68,4.71,4.74,2.91,64.966914
32580,0.36,-1.02,Ideal,D,SI1,61.6,56,801,6.69,4.59,4.6,2.83,59.75262
32600,0.34,-1.08,Ideal,D,VS2,61.9,55,802,6.69,4.49,4.52,2.79,56.622492
32620,0.3,-1.2,Ideal,I,VS1,62.3,55,457,6.12,4.3,4.34,2.69,50.20078
32640,0.34,-1.08,Very Good,I,SI1,60.4,56,459,6.13,4.54,4.56,2.75,56.9316
32660,0.31,-1.17,Premium,H,VVS2,62.6,60,802,6.69,4.33,4.29,2.7,50.15439
32680,0.31,-1.17,Premium,G,VS1,62.1,58,802,6.69,4.35,4.31,2.69,50.433465
32700,0.31,-1.17,Ideal,F,VS2,62.3,55,802,6.69,4.38,4.35,2.72,51.82416
32720,0.31,-1.17,Premium,F,VS2,62.4,58,802,6.69,4.34,4.31,2.7,50.50458
32740,0.31,-1.17,Ideal,F,VS2,61.9,55,802,6.69,4.39,4.37,2.71,51.989453
32760,0.34,-1.08,Premium,I,VVS1,60.5,59,803,6.69,4.54,4.48,2.73,55.526016
32780,0.45,-0.8,Premium,G,SI2,62,62,803,6.69,4.96,4.86,3.05,73.52208
